,Company,TypeName,Inches,Ram,OpSys,Weight,Cpu_Manufacturer,Cpu_Type,Cpu_GHz,Gpu_Manufacturer,Memory_Type,Memory_Size,Price
240,Lenovo,Notebook,15.6,8,Windows 10,2.2,Intel,Corei3,2.0,Intel,SSD,128.0,31381.92
241,Asus,Notebook,17.3,8,Windows 10,2.1,Intel,Corei7,1.8,Nvidia,HDD,1152.0,61005.6
242,Asus,Notebook,17.3,8,No OS,2.69,Intel,Corei7,2.7,Nvidia,HDD,1152.0,47365.92
243,Dell,Gaming,15.6,8,Windows 10,2.56,Intel,Corei5,2.5,Nvidia,SSD,256.0,46833.12
244,Lenovo,2 in 1 Convertible,13.9,8,Windows 10,1.38,Intel,Corei7,2.7,Intel,SSD,256.0,57489.12
245,Dell,Notebook,15.6,8,Windows 10,2.2,Intel,Corei7,1.8,AMD,HDD,2176.0,52480.8
246,HP,Notebook,15.6,8,Windows 10,2.04,Intel,Corei5,2.5,Intel,HDD,1024.0,29783.52
248,HP,Notebook,13.3,4,Windows 10,1.49,Intel,Corei5,1.6,Intel,HDD,500.0,35964.0
249,Apple,Ultrabook,13.3,8,macOS,1.37,Intel,Corei5,3.1,Intel,SSD,512.0,108691.2
250,Dell,2 in 1 Convertible,15.6,8,Windows 10,2.08,Intel,Corei7,1.8,Intel,HDD,1024.0,43636.32
251,Asus,Gaming,17.3,16,Windows 10,4.3,Intel,Corei7,2.8,Nvidia,HDD,1280.0,95850.72
252,Asus,Notebook,15.6,4,Windows 10,1.68,AMD,A9,3.0,AMD,HDD,1024.0,24988.32
253,Lenovo,2 in 1 Convertible,13.9,8,Windows 10,1.37,Intel,Corei7,1.8,Intel,SSD,512.0,98514.72
254,Acer,Notebook,17.3,4,Windows 10,3.0,Intel,Corei3,2.7,Nvidia,SSD,256.0,37402.56
256,HP,Notebook,15.6,8,Windows 10,1.91,AMD,A6,2.5,AMD,SSD,128.0,23757.552
257,HP,Notebook,17.3,16,Windows 10,2.9,Intel,Corei7,1.8,Nvidia,HDD,1024.0,56423.52
258,MSI,Gaming,17.3,16,Windows 10,4.14,Intel,Corei7,2.8,Nvidia,HDD,1536.0,133146.72
259,Lenovo,2 in 1 Convertible,15.6,8,Windows 10,2.0,Intel,Corei7,2.8,Nvidia,SSD,512.0,90522.72
260,Dell,Notebook,17.3,8,Windows 10,2.8,Intel,Corei7,1.8,AMD,HDD,1152.0,60845.76
261,Lenovo,Notebook,15.6,4,No OS,2.2,Intel,Corei3,2.0,Intel,SSD,256.0,23656.32
262,HP,Notebook,15.6,4,Windows 10,2.1,Intel,Corei5,1.6,Intel,HDD,500.0,38468.16
263,Dell,Notebook,15.6,4,Windows 10,2.18,Intel,Corei5,2.5,Intel,HDD,1024.0,35004.96
264,Dell,Notebook,15.6,8,Windows 10,2.24,Intel,Corei5,2.5,AMD,HDD,1024.0,30103.2
265,Dell,2 in 1 Convertible,15.6,8,Windows 10,2.67,Intel,Corei5,1.6,Intel,SSD,256.0,42570.72
266,Asus,2 in 1 Convertible,13.3,8,Windows 10,1.1,Intel,Corei7,1.8,Intel,SSD,1024.0,79866.72
267,Lenovo,Notebook,15.6,4,No OS,2.2,Intel,Corei5,2.5,Intel,HDD,1024.0,24881.76
268,HP,Notebook,17.3,8,Windows 10,2.5,Intel,Corei7,1.8,Nvidia,HDD,1024.0,54239.04
269,Lenovo,Notebook,15.6,8,Windows 10,2.05,Intel,Corei7,1.8,Intel,SSD,256.0,46886.4
270,Apple,Ultrabook,13.3,8,macOS,1.37,Intel,Corei5,2.9,Intel,SSD,512.0,104370.192
271,Asus,Gaming,17.3,16,Windows 10,3.2,AMD,Ryzen1700,3.0,AMD,HDD,1280.0,82530.72
272,Dell,Notebook,15.6,8,Linux,2.14,Intel,Corei7,1.8,AMD,SSD,256.0,39164.5296
273,Lenovo,2 in 1 Convertible,14.0,16,Windows 10,1.36,Intel,Corei7,2.6,Intel,SSD,512.0,133146.72
274,Toshiba,Notebook,15.6,8,Windows 10,2.2,Intel,Corei7,2.5,Nvidia,HDD,500.0,43263.36
275,Dell,Notebook,15.6,12,Windows 10,2.3,Intel,Corei7,2.7,Intel,HDD,1024.0,37992.3696
276,Dell,Notebook,17.3,8,Linux,2.8,Intel,Corei7,1.8,AMD,HDD,1152.0,58554.72
277,Acer,Notebook,15.6,8,Windows 10,2.2,Intel,Corei7,1.8,Nvidia,HDD,1024.0,39693.6
278,Lenovo,Notebook,17.3,4,Windows 10,2.8,Intel,Corei3,2.0,Intel,HDD,1024.0,26053.92
279,Lenovo,Notebook,17.3,8,No OS,2.8,Intel,Corei7,1.8,Nvidia,HDD,2048.0,45234.72
280,Lenovo,Notebook,17.3,6,Windows 10,2.8,Intel,Corei7,2.7,Nvidia,HDD,1152.0,45767.52
281,Dell,Notebook,15.6,4,Linux,2.25,Intel,Corei3,2.0,AMD,HDD,1024.0,22803.84
282,Lenovo,Gaming,15.6,8,Windows 10,2.5,Intel,Corei5,2.5,Nvidia,SSD,256.0,44169.12
283,Lenovo,Notebook,15.6,6,Windows 10,2.2,Intel,Corei5,2.5,Intel,SSD,256.0,30849.12
284,Acer,Notebook,15.6,8,Windows 10,3.0,Intel,Corei7,1.8,Nvidia,SSD,256.0,50669.28
285,Acer,Notebook,15.6,12,Windows 10,2.15,Intel,Corei7,2.7,Intel,HDD,1024.0,35111.52
286,Lenovo,Notebook,15.6,8,Windows 10,1.95,Intel,Corei7,2.7,Intel,SSD,256.0,58448.16
287,Asus,Ultrabook,15.6,8,Windows 10,1.7,Intel,Corei5,2.5,Nvidia,SSD,256.0,52054.56
288,Lenovo,Gaming,15.6,16,Windows 10,2.5,Intel,Corei7,2.8,Nvidia,HDD,1280.0,62817.12
289,Lenovo,Notebook,15.6,8,No OS,2.2,Intel,Corei7,2.7,Nvidia,HDD,1024.0,35112.0528
290,Acer,Notebook,15.6,2,Chrome OS,2.19,Intel,CeleronDual,1.5,Intel,SSD,16.0,10602.72
291,Asus,Gaming,17.3,8,Windows 10,3.0,Intel,Corei7,2.8,Nvidia,HDD,1024.0,63243.36
293,Dell,Notebook,15.6,8,Windows 10,2.0,Intel,Corei7,2.8,Nvidia,SSD,256.0,97449.12
294,Lenovo,Notebook,15.6,8,Windows 10,2.05,Intel,Corei5,1.6,Intel,SSD,256.0,39373.92
295,Lenovo,Gaming,15.6,8,Windows 10,3.2,Intel,Corei7,2.8,Nvidia,HDD,1024.0,69210.72
296,Acer,Notebook,15.6,8,Linux,2.5,Intel,Corei7,2.8,Nvidia,SSD,256.0,52161.12
298,Lenovo,Notebook,15.6,6,Windows 10,2.4,AMD,A10,2.4,AMD,HDD,1024.0,26586.72
299,Asus,Ultrabook,15.6,16,Windows 10,1.63,Intel,Corei7,2.7,Nvidia,SSD,512.0,78215.04
300,Asus,Notebook,14.0,4,Windows 10,1.3,Intel,Corei3,2.4,Intel,SSD,128.0,27119.52
301,Asus,Gaming,17.3,16,Windows 10,2.9,Intel,Corei7,2.8,Nvidia,HDD,1280.0,113060.16
302,Lenovo,Notebook,17.3,6,Windows 10,2.8,Intel,Corei5,2.5,Nvidia,HDD,1024.0,34578.72
303,Lenovo,Notebook,15.6,8,No OS,2.2,Intel,Corei5,2.5,Nvidia,HDD,2048.0,29250.72
304,Asus,Gaming,15.6,8,Windows 10,2.5,Intel,Corei7,2.8,Nvidia,HDD,1152.0,67399.2
305,Lenovo,Notebook,15.6,4,No OS,2.2,Intel,PentiumQuad,1.1,Intel,HDD,1024.0,19180.2672
306,HP,2 in 1 Convertible,13.3,16,Windows 10,1.28,Intel,Corei7,2.8,Intel,SSD,256.0,105228.0
307,Toshiba,Notebook,15.6,8,Windows 10,2.2,Intel,Corei7,2.5,Nvidia,SSD,256.0,55571.04
308,Lenovo,Notebook,15.6,8,Windows 10,2.3,Intel,Corei5,2.5,Nvidia,HDD,1152.0,43636.32
309,HP,Notebook,15.6,4,Windows 10,1.86,Intel,Corei3,2.0,Intel,HDD,1024.0,24988.32
310,Lenovo,Notebook,13.3,8,Windows 10,1.1,Intel,Corei5,2.5,Intel,SSD,256.0,53226.72
311,Dell,Ultrabook,13.3,16,Windows 10,1.21,Intel,Corei7,1.8,Intel,SSD,1024.0,133146.72
312,MSI,Gaming,15.6,16,Windows 10,2.8,Intel,Corei7,2.8,Nvidia,HDD,1280.0,111834.72
313,Acer,Notebook,15.6,8,Windows 10,2.23,AMD,A8,2.2,AMD,SSD,256.0,24988.32
314,Asus,2 in 1 Convertible,11.6,2,Windows 10,1.1,Intel,CeleronDual,1.1,Intel,Storage,32.0,14652.0
315,Dell,Notebook,15.6,8,Windows 10,2.33,Intel,Corei5,1.6,AMD,HDD,1152.0,44968.32
316,HP,2 in 1 Convertible,13.3,16,Windows 10,1.29,Intel,Corei7,1.8,Intel,SSD,1024.0,130482.72
317,Lenovo,Notebook,13.3,4,Chrome OS,1.45,Intel,CeleronDual,1.6,Intel,Storage,16.0,24503.472
318,HP,Notebook,14.0,8,Windows 10,1.95,Intel,Corei5,2.5,Intel,SSD,256.0,52214.4
319,Acer,Notebook,11.6,4,Windows 10,1.4,Intel,PentiumQuad,1.6,Intel,Storage,128.0,25840.8
320,HP,Notebook,14.0,8,Windows 10,1.48,Intel,Corei7,2.7,Intel,SSD,256.0,68837.76
322,Asus,Notebook,14.0,8,Windows 10,2.0,Intel,Corei7,2.7,Intel,SSD,256.0,58288.32
323,HP,Notebook,15.6,8,Windows 10,2.1,Intel,Corei7,1.8,Intel,HDD,1024.0,48058.56
324,Acer,Notebook,15.6,8,Windows 10,2.2,AMD,A12,2.7,AMD,SSD,256.0,35111.52
325,Lenovo,Notebook,14.0,4,Windows 10,1.44,Intel,CeleronDual,1.1,Intel,Storage,32.0,15557.76
326,Acer,Notebook,15.6,6,Windows 10,2.23,Intel,Corei5,2.5,Intel,HDD,1024.0,29250.72
327,Asus,Ultrabook,15.6,8,Windows 10,1.7,Intel,Corei7,2.7,Nvidia,SSD,256.0,55938.672
328,HP,Ultrabook,12.5,8,Windows 10,1.26,Intel,Corei7,2.7,Intel,SSD,256.0,71128.8
329,Dell,Notebook,15.6,32,Windows 10,2.06,Intel,Corei7,2.8,Nvidia,SSD,1024.0,140605.91999999998
330,MSI,Gaming,17.3,8,Windows 10,2.7,Intel,Corei7,2.8,Nvidia,HDD,1280.0,63882.72
331,Toshiba,Notebook,15.6,8,Windows 10,2.0,Intel,Corei5,2.5,Intel,SSD,256.0,50243.04
332,Asus,Notebook,14.0,8,Windows 10,2.0,Intel,Corei7,2.7,Intel,HDD,1280.0,71075.52
333,Lenovo,Notebook,15.6,4,Windows 10,1.85,Intel,Corei3,2.0,Intel,HDD,1024.0,23922.72
334,Asus,Gaming,15.6,8,Windows 10,2.5,Intel,Corei7,2.8,Nvidia,SSD,256.0,53226.72
335,HP,Notebook,14.0,8,Windows 10,1.48,Intel,Corei5,2.6,Intel,SSD,256.0,67559.04
336,Dell,Ultrabook,15.6,8,Windows 10,1.9,Intel,Corei5,1.6,Nvidia,HDD,1152.0,55890.72
337,HP,Notebook,15.6,8,Windows 10,1.84,Intel,Corei5,2.5,Intel,SSD,256.0,60952.32
338,Asus,Notebook,15.6,4,Linux,2.0,Intel,CeleronDual,1.1,Intel,HDD,1024.0,14651.4672
339,Dell,Notebook,15.6,8,Windows 10,2.0,Intel,Corei5,1.6,Nvidia,SSD,256.0,60885.72
340,Dell,Notebook,15.6,4,Linux,2.2,Intel,CeleronDual,1.6,Intel,HDD,500.0,14646.672
341,Lenovo,Notebook,15.6,12,Windows 10,2.2,AMD,A12,3.6,AMD,HDD,2048.0,47898.72
342,HP,Notebook,15.6,8,Windows 10,2.1,Intel,Corei3,2.4,Nvidia,HDD,1024.0,38148.48
343,Lenovo,2 in 1 Convertible,13.9,16,Windows 10,1.4,Intel,Corei7,1.8,Intel,SSD,512.0,111834.72
344,Dell,Ultrabook,13.3,8,Windows 10,1.2,Intel,Corei7,1.8,Intel,SSD,256.0,84129.12
345,Lenovo,Gaming,15.6,16,Windows 10,2.4,Intel,Corei7,2.8,Nvidia,HDD,2304.0,60153.12
346,HP,Notebook,14.0,2,Windows 10,1.44,Intel,CeleronDual,1.6,Intel,Storage,32.0,14865.12
348,Asus,2 in 1 Convertible,11.6,4,Windows 10,1.5,Intel,CeleronDual,1.1,Intel,Storage,32.0,19980.0
349,Dell,Ultrabook,15.6,8,Windows 10,1.9,Intel,Corei5,1.6,AMD,HDD,1024.0,35324.64
350,Dell,Notebook,15.6,16,Windows 10,2.06,Intel,Corei7,2.8,Nvidia,SSD,512.0,108020.9376
351,HP,Notebook,15.6,8,Windows 10,1.84,Intel,Corei7,2.7,Intel,SSD,256.0,69477.12
352,MSI,Gaming,17.3,8,Windows 10,2.7,Intel,Corei7,2.8,Nvidia,HDD,1152.0,75071.52
353,HP,Workstation,15.6,8,Windows 10,2.6,Intel,Corei7,2.8,Nvidia,SSD,256.0,92615.0256
354,Toshiba,Notebook,15.6,16,Windows 10,2.4,Intel,Corei7,2.5,Nvidia,SSD,512.0,74751.84
355,Dell,Notebook,15.6,8,Windows 10,2.02,Intel,Corei7,1.8,AMD,HDD,2176.0,51729.55199999999
356,Lenovo,Notebook,15.6,4,No OS,2.2,Intel,CeleronDual,1.1,Intel,HDD,1024.0,17155.627200000003
357,Dell,Gaming,15.6,8,Windows 10,2.65,Intel,Corei5,2.5,Nvidia,HDD,1024.0,53226.72
358,Dell,Notebook,15.6,8,Windows 10,2.36,Intel,Corei5,2.5,Intel,HDD,2048.0,29696.6736
359,Dell,Notebook,14.0,8,Windows 10,1.36,Intel,Corei5,2.6,Intel,SSD,256.0,76030.56
360,HP,Notebook,15.6,4,Windows 10,1.86,Intel,Corei3,2.0,Intel,HDD,500.0,23389.92
361,Asus,Notebook,14.0,8,Windows 10,2.0,Intel,Corei5,2.5,Intel,SSD,256.0,50349.6
362,Lenovo,Notebook,17.3,6,Windows 10,2.8,Intel,Corei5,2.5,Nvidia,HDD,1152.0,38308.32
363,HP,Notebook,15.6,8,Windows 10,1.86,Intel,Corei5,2.5,Intel,HDD,1024.0,34045.92
364,Lenovo,Notebook,15.6,8,No OS,2.2,Intel,Corei3,2.0,Nvidia,SSD,256.0,26586.72
365,HP,Notebook,15.6,8,Windows 10,2.04,Intel,PentiumQuad,1.6,Intel,HDD,2048.0,20725.92
366,Dell,Notebook,17.3,8,Windows 10,2.8,Intel,Corei5,1.6,AMD,HDD,1152.0,57808.8
367,Lenovo,Gaming,15.6,8,No OS,2.4,Intel,Corei5,2.5,Nvidia,HDD,1152.0,43103.52
368,Dell,Notebook,15.6,8,Windows 10,2.33,Intel,Corei7,2.7,AMD,SSD,256.0,47898.72
369,HP,Ultrabook,14.0,8,Windows 10,1.36,Intel,Corei7,2.7,Intel,SSD,256.0,93240.0
371,Acer,Notebook,15.6,4,Windows 10,2.1,AMD,A9,3.0,AMD,SSD,128.0,22697.28
373,Lenovo,Notebook,17.3,4,Windows 10,2.6,AMD,A8,2.2,AMD,SSD,128.0,26053.92
374,Dell,2 in 1 Convertible,13.3,8,Windows 10,1.62,Intel,Corei7,1.8,Intel,SSD,256.0,46300.85279999999
375,HP,Notebook,15.6,4,Windows 10,1.91,AMD,A9,3.0,AMD,SSD,256.0,26053.3872
377,Dell,Notebook,15.6,4,Windows 10,1.8,Intel,CeleronDual,1.6,Intel,HDD,500.0,16463.52
378,Asus,Notebook,14.0,4,Windows 10,1.5,Intel,CeleronDual,1.1,Intel,Storage,32.0,15238.08
379,Acer,Notebook,15.6,8,Linux,2.4,Intel,Corei7,2.8,Nvidia,HDD,1024.0,45074.88
380,HP,Gaming,17.3,8,Windows 10,3.35,Intel,Corei7,2.8,Nvidia,HDD,1152.0,63456.48
381,Lenovo,Notebook,15.6,4,No OS,1.85,Intel,Corei3,2.0,Intel,SSD,128.0,21498.48
382,Asus,Gaming,15.6,8,Windows 10,2.3,Intel,Corei7,2.8,Nvidia,HDD,1152.0,88178.4
383,Lenovo,Notebook,14.0,8,Windows 10,1.5,Intel,Corei5,2.5,Nvidia,SSD,256.0,58554.72
384,Asus,Ultrabook,13.3,16,Windows 10,1.1,Intel,Corei7,2.7,Intel,SSD,512.0,93181.392
385,Lenovo,Ultrabook,14.0,8,Windows 10,1.13,Intel,Corei7,2.7,Intel,SSD,512.0,121584.96
386,Lenovo,Notebook,13.3,4,Windows 10,1.5,Intel,Corei3,2.4,Intel,SSD,128.0,29250.72
387,Dell,Workstation,15.6,8,Windows 10,2.23,Intel,Corei5,2.6,AMD,HDD,500.0,72940.31999999999
388,Dell,Workstation,15.6,8,Windows 10,2.0,Intel,Corei7,2.7,Nvidia,SSD,256.0,113752.8
389,Lenovo,2 in 1 Convertible,14.0,16,Windows 10,1.42,Intel,Corei7,2.7,Intel,SSD,512.0,133679.52
390,Asus,Gaming,17.3,8,Windows 10,3.0,Intel,Corei7,2.8,Nvidia,HDD,1024.0,55357.92
391,Asus,Gaming,17.3,16,Windows 10,3.0,Intel,Corei7,2.8,Nvidia,HDD,1280.0,84768.48
392,Acer,Notebook,15.6,12,Windows 10,2.2,Intel,Corei5,1.6,Nvidia,HDD,1024.0,36975.7872
393,MSI,Gaming,17.3,8,Windows 10,2.7,Intel,Corei7,2.8,Nvidia,SSD,256.0,71874.72
394,Dell,Notebook,15.6,8,Linux,2.33,Intel,Corei7,2.7,AMD,SSD,256.0,41498.1936
395,HP,Ultrabook,15.6,4,Windows 10,1.91,AMD,A9,3.0,AMD,SSD,256.0,26586.72
396,Lenovo,Notebook,15.6,8,Windows 10,2.1,Intel,Corei7,1.8,AMD,SSD,256.0,65510.9568
397,Lenovo,Notebook,14.0,8,Windows 10,1.9,Intel,Corei5,2.5,Intel,SSD,256.0,49976.64
398,Dell,Workstation,15.6,8,Windows 10,1.78,Intel,Corei7,2.8,Nvidia,SSD,256.0,144495.36
399,Lenovo,Ultrabook,14.0,16,Windows 10,1.13,Intel,Corei7,2.7,Intel,SSD,1024.0,139860.0
400,Lenovo,Notebook,15.6,4,Windows 10,2.2,Intel,CeleronDual,1.1,Intel,HDD,1024.0,16303.68
401,Asus,Gaming,17.3,16,Windows 10,2.9,Intel,Corei7,2.8,Nvidia,HDD,1280.0,81465.12
402,Lenovo,Notebook,15.6,8,Windows 10,2.1,Intel,Corei5,1.6,AMD,HDD,1280.0,60978.96
403,Acer,Notebook,15.6,8,Linux,2.5,Intel,Corei7,2.8,Nvidia,SSD,256.0,46833.12
404,MSI,Gaming,17.3,16,Windows 10,2.8,Intel,Corei7,2.8,Nvidia,HDD,1280.0,119826.72
405,Asus,Ultrabook,14.0,8,Windows 10,1.1,Intel,Corei7,2.7,Intel,SSD,512.0,99793.44
406,Toshiba,Ultrabook,13.3,16,Windows 10,1.2,Intel,Corei7,2.5,Intel,SSD,512.0,93080.16
407,Dell,Ultrabook,14.0,8,Windows 10,1.36,Intel,Corei7,2.8,Intel,SSD,512.0,89510.4
408,Lenovo,Notebook,15.6,4,Windows 10,2.2,Intel,Corei3,2.0,Intel,HDD,500.0,21791.52
409,Lenovo,Notebook,11.6,2,Windows 10,1.15,Intel,CeleronDual,1.1,Intel,Storage,32.0,16221.096
410,Lenovo,Workstation,15.6,8,Windows 10,2.67,Intel,Corei7,2.8,Nvidia,SSD,512.0,102564.0
411,Lenovo,Ultrabook,14.0,8,Windows 10,1.7,Intel,Corei7,2.8,Nvidia,SSD,512.0,103523.04
412,HP,Notebook,15.6,4,Windows 10,2.1,Intel,Corei3,2.0,AMD,HDD,1024.0,24988.32
413,Acer,2 in 1 Convertible,13.3,8,Windows 10,1.6,Intel,Corei7,2.5,Intel,SSD,256.0,42038.4528
414,Asus,2 in 1 Convertible,13.3,8,Windows 10,1.27,Intel,Corei5,2.5,Intel,SSD,256.0,49443.84
415,Dell,Notebook,15.6,4,Linux,2.3,Intel,Corei5,2.5,AMD,SSD,256.0,31909.392
416,Dell,Notebook,13.3,4,Windows 10,1.65,Intel,Corei3,2.0,Intel,SSD,128.0,36709.92
417,HP,Ultrabook,14.0,8,Windows 10,1.43,Intel,Corei7,2.5,Intel,SSD,256.0,79920.0
418,Dell,Notebook,15.6,8,Windows 10,2.14,Intel,Corei5,2.5,Intel,HDD,1024.0,28768.536
419,Lenovo,Ultrabook,14.0,8,Windows 10,1.75,Intel,Corei7,1.8,AMD,SSD,256.0,64755.44640000001
420,Lenovo,2 in 1 Convertible,15.6,16,Windows 10,2.0,Intel,Corei7,2.8,Nvidia,SSD,512.0,101178.72
421,Chuwi,Notebook,12.3,6,Windows 10,1.4,Intel,CeleronQuad,1.1,Intel,Storage,64.0,23922.72
422,HP,Notebook,15.6,8,Windows 10,2.31,Intel,Corei7,2.9,Intel,SSD,256.0,76030.56
423,Asus,Notebook,15.6,8,Linux,2.3,Intel,Corei3,2.4,Nvidia,HDD,1024.0,31808.16
424,Dell,Gaming,17.3,16,Windows 10,4.42,Intel,Corei7,2.9,Nvidia,HDD,1280.0,149130.72
425,Dell,Gaming,15.6,8,Windows 10,2.62,Intel,Corei7,2.8,Nvidia,HDD,1152.0,61751.52
426,Dell,Notebook,15.6,8,Windows 10,2.02,Intel,Corei7,1.8,AMD,HDD,2304.0,60867.072
427,Dell,Ultrabook,14.0,8,Linux,1.6,Intel,Corei7,2.8,Intel,SSD,256.0,58554.72
428,HP,Gaming,17.3,12,Windows 10,3.35,Intel,Corei7,2.8,Nvidia,HDD,1280.0,106506.72
429,Mediacom,2 in 1 Convertible,11.6,4,Windows 10,1.16,Intel,CeleronDual,1.1,Intel,SSD,32.0,15930.72
430,Samsung,Netbook,11.6,4,Chrome OS,1.15,Intel,CeleronDual,1.6,Intel,Storage,16.0,14332.32
431,Lenovo,Notebook,13.3,8,Windows 10,1.4,Intel,Corei7,2.7,Intel,SSD,256.0,53812.8
432,Lenovo,Notebook,14.0,4,Windows 10,1.7,Intel,Corei3,2.7,Intel,SSD,128.0,31914.72
433,Lenovo,Workstation,15.6,16,Windows 10,2.3,Intel,Corei7,2.8,Nvidia,SSD,512.0,130269.6
434,Lenovo,Notebook,15.6,16,Windows 10,2.5,Intel,Corei7,2.9,Nvidia,SSD,512.0,130482.72
436,HP,Notebook,15.6,4,Windows 10,2.1,Intel,CeleronDual,1.6,Intel,HDD,500.0,18488.16
437,Google,Ultrabook,12.3,16,Chrome OS,1.1,Intel,Corei7,1.3,Intel,SSD,512.0,117162.72
438,Lenovo,Ultrabook,14.0,24,Windows 10,1.32,Intel,Corei7,2.7,Intel,SSD,512.0,126912.96
439,Asus,Notebook,15.6,4,Linux,2.0,Intel,Corei5,2.5,Intel,SSD,256.0,29783.52
440,Lenovo,Notebook,17.3,8,Windows 10,2.8,AMD,A6,2.5,AMD,HDD,1024.0,27652.32
441,Dell,Notebook,15.6,4,Windows 10,2.2,Intel,Corei5,1.6,AMD,SSD,256.0,39906.72
442,Lenovo,Ultrabook,12.5,8,Windows 10,1.36,Intel,Corei5,2.5,Intel,SSD,256.0,76137.12
443,Lenovo,Notebook,15.6,4,Windows 10,2.2,Intel,PentiumQuad,1.1,Intel,SSD,128.0,18594.72
444,HP,Gaming,15.6,8,Windows 10,2.2,Intel,Corei7,2.8,Nvidia,HDD,1152.0,58554.72
445,Dell,Notebook,14.0,8,Windows 10,1.64,Intel,Corei5,2.8,Nvidia,SSD,256.0,62817.12
446,Acer,Notebook,15.6,4,Linux,2.4,Intel,Corei5,2.5,Intel,HDD,500.0,23539.104
448,MSI,Gaming,15.6,8,Windows 10,2.2,Intel,Corei5,2.5,Nvidia,SSD,256.0,54757.9872
449,Microsoft,Ultrabook,13.5,16,Windows 10 S,1.25,Intel,Corei7,2.5,Intel,SSD,512.0,137941.91999999998
450,HP,Notebook,15.6,8,Windows 10,1.91,Intel,Corei5,2.5,Intel,SSD,128.0,31381.92
451,Dell,Workstation,15.6,16,Windows 10,2.17,Intel,Corei7,2.7,Nvidia,SSD,256.0,105228.0
452,HP,Workstation,15.6,8,Windows 10,2.31,Intel,Corei7,2.9,Intel,SSD,512.0,81731.52
453,Lenovo,Notebook,14.0,8,Windows 10,1.65,Intel,Corei5,2.5,Intel,SSD,256.0,71661.59999999999
454,Dell,Notebook,15.6,8,Windows 10,2.36,Intel,Corei7,1.8,AMD,HDD,1152.0,52161.12
455,Dell,2 in 1 Convertible,11.6,4,Windows 10,1.47,Intel,PentiumQuad,1.6,Intel,HDD,500.0,25521.12
456,Dell,Notebook,17.3,8,Windows 10,4.42,Intel,Corei7,2.7,Nvidia,HDD,1024.0,109010.88
457,Microsoft,Ultrabook,13.5,4,Windows 10 S,1.252,Intel,CoreM,2.2,Intel,SSD,128.0,52693.92
458,Microsoft,Ultrabook,13.5,8,Windows 10 S,1.25,Intel,Corei7,2.5,Intel,SSD,256.0,95850.72
459,HP,Notebook,17.3,8,Windows 10,2.5,Intel,Corei3,2.0,Intel,SSD,256.0,34093.872
460,Acer,Notebook,15.6,4,Windows 10,2.23,Intel,Corei3,2.0,Nvidia,HDD,1024.0,28984.32
461,Acer,Netbook,11.6,4,Windows 10,1.4,Intel,CeleronDual,1.6,Intel,SSD,128.0,23176.8
462,Asus,Notebook,15.6,8,Windows 10,2.37,Intel,Corei5,2.5,Intel,HDD,1024.0,39906.72
463,Lenovo,Notebook,14.0,8,No OS,1.5,Intel,Corei7,2.7,AMD,SSD,512.0,42570.72
464,Lenovo,Notebook,15.6,8,Windows 10,2.67,Intel,Corei7,2.9,Nvidia,SSD,256.0,111355.2
465,Asus,Notebook,15.6,4,Windows 10,2.0,Intel,PentiumQuad,1.1,Intel,HDD,500.0,16197.12
466,Acer,Notebook,15.6,4,Windows 10,2.2,Intel,Corei3,2.0,Nvidia,HDD,500.0,24988.32
467,Dell,Notebook,15.6,8,Windows 10,2.02,Intel,Corei5,1.6,AMD,HDD,2048.0,40439.52
468,HP,Gaming,17.3,12,Windows 10,3.78,Intel,Corei7,2.8,Nvidia,HDD,1024.0,90522.72
469,Lenovo,Ultrabook,14.0,12,Windows 10,1.4,Intel,Corei7,2.6,Intel,SSD,256.0,98994.24
470,HP,2 in 1 Convertible,13.3,8,Windows 10,1.29,Intel,Corei7,1.8,Intel,SSD,512.0,106506.72
471,HP,Notebook,15.6,8,Windows 10,1.9,Intel,Corei5,2.5,AMD,HDD,500.0,61485.12
472,Google,Ultrabook,12.3,8,Chrome OS,1.1,Intel,Corei5,1.2,Intel,SSD,128.0,67932.0
473,Dell,Ultrabook,13.3,8,Windows 10,1.42,Intel,Corei5,1.6,Intel,SSD,256.0,98133.768
474,Asus,Notebook,15.6,12,Windows 10,2.06,Intel,Corei7,2.6,Intel,HDD,1152.0,69210.72
476,Dell,Workstation,15.6,8,Windows 10,1.78,Intel,Corei7,2.8,Nvidia,SSD,256.0,128298.24
477,Lenovo,Notebook,14.0,8,Windows 10,1.7,Intel,Corei5,2.5,Intel,SSD,180.0,72673.92
478,Dell,Notebook,15.6,8,Windows 10,2.2,Intel,Corei5,1.6,AMD,HDD,1024.0,35964.0
479,Toshiba,Notebook,13.3,8,Windows 10,1.05,Intel,Corei5,2.5,Intel,SSD,256.0,89084.16
480,Dell,Notebook,15.6,8,Windows 10,2.16,Intel,Corei7,1.8,Nvidia,SSD,512.0,67239.36
481,Dell,Notebook,15.6,4,Windows 10,2.18,Intel,Corei3,2.4,Intel,HDD,1024.0,31254.048
482,HP,Notebook,13.3,4,Windows 10,1.49,Intel,Corei5,1.6,Intel,SSD,128.0,38681.28
483,Chuwi,Notebook,15.6,4,Windows 10,1.89,Intel,Atomx5,1.44,Intel,Storage,64.0,13261.392000000002
484,Lenovo,Notebook,15.6,4,Windows 10,2.3,Intel,Corei3,2.0,Intel,SSD,128.0,30103.2
